,,,,,,,,,"Normalized abundance",,,,,,,,,,,,"Raw abundance",,,,,,,,,,,
"Cre07.g357850.t1.2|PACid:30774301|","10","8","366.45","0.609187744177895","1.03898032648121","25 fmol","100 fmol","Ribosomal L22e protein family","3488.89573501977","3056.43576368242","3056.93484047882","2944.1282697226","3182.8674581661","3069.7307929453","3080.54735122943","2968.23063826228","3149.16394931478","2904.80620362031","2957.01505679339","3064.6954255299","3159.79933885209","2914.02389638745","3056.93484047882","2978.24232800831","3444.58329485388","3067.77935328411","3051.71069032497","2979.63126066025","2991.4363771669","2891.84171267768","2833.62072266644","2970.67836367505"
"Cre06.g257601.t1.2|PACid:30779174|","10","10","767.06","0.410031024472303","1.04711280675824","100 fmol","25 fmol","2-cysteine peroxiredoxin B","10177.2042432141","10800.7364952867","11052.4339912556","11180.9705844147","10507.473472484","10809.4670106289","11990.1080465944","11774.6920832746","10716.8804435714","11255.6489133199","11343.4688763806","11931.1548424495","9217.22105830955","10297.4859212908","11052.4339912556","11310.5261768562","11371.4655323074","10802.5953909125","11877.8699796128","11819.917281264","10180.1197157816","11205.413631459","10870.113224885","11565.1373538997"
"Cre06.g282500.t1.2|PACid:30779252|","10","10","436.28","0.958401987776752","1.0074158488258","25 fmol","50 fmol","ribosomal protein L23AA","3483.41151873902","3159.24599033733","3187.29911003522","3275.48728685192","3362.31177580778","3078.72944177115","3168.27356809511","3399.65655544455","3292.97714822924","3323.3925457783","3286.29380204608","3179.71003160923","3154.8324311844","3012.04377327322","3187.29911003522","3313.44085204367","3638.78267859484","3076.77228163432","3138.61571183809","3412.71423370303","3128.04661457391","3308.55985487284","3149.15887792136","3082.16461413251"
"Cre12.g535851.t1.1|PACid:30793369|","10","10","411.57","0.0447423741306244","1.07133438654451","25 fmol","100 fmol","Ribosomal protein L2 family","2817.69334183801","2619.26759537913","2620.02524785161","2525.65058230194","2614.92668130694","2467.60661595729","2486.17855632136","2598.87758974467","2507.39160748241","2436.14905320318","2475.85825123696","2458.59707166947","2551.90932456376","2497.2251845307","2620.02524785161","2554.91567650999","2829.94277395623","2466.0379489492","2462.90571555559","2608.85957082029","2381.80754865365","2425.27623411604","2372.54228076118","2383.17356594758"
"Cre06.g272800.t1.2|PACid:30780026|","10","10","663.36","0.749744645740894","1.02112680632251","25 fmol","50 fmol","Ribosomal protein S8e family protein","3228.38291000166","3207.66156742099","3205.29122641808","3102.23338896287","2930.61522047668","3008.25925756526","3312.31196993037","3228.72203538084","3016.12203322148","3064.40574474518","3192.2772727947","3282.93386040706","2923.85985691453","3058.20347021682","3205.29122641808","3138.17943511016","3171.58925553088","3006.34689559533","3281.30578622456","3241.123174389","2865.0579370809","3050.72894232277","3059.06559789296","3182.22179837045"
"Cre03.g187450.t1.2|PACid:30787765|","10","10","480.25","0.12032538630086","1.06377870321349","50 fmol","100 fmol","Ribose 5-phosphate isomerase, type A protein","5123.0666820388","4870.25532245384","4633.96378932261","4803.50188247578","4720.46759284161","5070.97148675292","4828.75447580548","4865.85801923228","4491.74040981031","4751.55705236667","4274.76104080607","4799.70957769789","4639.82415763125","4643.33016900704","4633.96378932261","4859.16078323752","5108.61480344834","5067.74785069247","4783.55304257508","4884.54720369264","4266.76917269449","4730.35029568458","4096.37801533913","4652.46669395399"
"Cre06.g300700.t1.1|PACid:30779548|","10","9","462.2","0.260023378044721","1.03565674451774","25 fmol","100 fmol","NAD(P)-binding Rossmann-fold superfamily protein","1681.21157455004","1610.58240241243","1633.30821541691","1659.51221261389","1551.42986846344","1563.13756514244","1643.92219014384","1693.62130853468","1604.28144498609","1570.34833962509","1618.92985064716","1564.35232722251","1522.6282540953","1535.53876822736","1633.30821541691","1678.74123090401","1678.99841205629","1562.14387258558","1628.53361748269","1700.12630743027","1523.93014494831","1563.33969071747","1551.37295050222","1516.36197611418"
"Cre13.g567600.t1.2|PACid:30783910|","10","9","479.07","0.035413460955286","1.05371342597514","25 fmol","100 fmol","Cytochrome c oxidase, subunit Vb (mitochondrial precursor)(human subunit Vb/ yeast subunit COX4) [PMID: 15710684, PMID: 12746537]. Previously annotated as COX4","2734.60336378272","2755.12702741597","2742.92204030632","2722.94967434034","2800.73538174822","2603.30312308076","2676.2960160537","2651.10935782716","2517.93985788158","2587.81069989726","2605.37996929583","2686.00576803018","2476.6569588685","2626.75436888627","2742.92204030632","2754.50090288389","3031.02986099043","2601.64819328165","2651.24350690656","2661.29195493895","2391.82748425161","2576.26099708464","2496.65914093198","2603.60594182503"
"Cre14.g612450.t1.2|PACid:30776298|","10","9","579.8","0.136689583447817","1.03527878576094","25 fmol","50 fmol","ribosomal protein L15","3081.00337290187","2976.40787176413","3074.47929603763","2966.24087952252","3045.39525567398","2924.15067538424","2900.54227713266","2815.7799720732","3036.7289565036","2975.28186196321","2972.8704980972","2995.32512414514","2790.38216103102","2837.72483190247","3074.47929603763","3000.61115995295","3295.80724356208","2922.29178156321","2873.39062369311","2826.59504951481","2884.63275151412","2962.00282988763","2848.81452661488","2903.43616672176"
"Cre06.g256250.t1.2|PACid:30778721|","10","9","631.44","0.602085949105826","1.02443791869905","25 fmol","100 fmol","chloroplast thylakoid lumen protein","2548.67675163704","2463.42378564732","2519.30784134377","2533.83290352348","2605.35701785763","2337.37240506552","2438.10505519887","2556.03337383259","2489.37374270644","2359.13241767912","2496.53969644099","2480.08956468697","2308.26821046424","2348.64277653159","2519.30784134377","2563.19280752155","2819.58623121981","2335.88652844575","2415.28222512675","2565.8507953483","2364.69211833716","2348.60333287361","2392.36070257482","2404.00672393668"
"Cre12.g495951.t1.1|PACid:30792445|","10","9","728.36","0.885401375809866","1.01172993274215","100 fmol","50 fmol","cyclophilin 20-2","5425.11795105292","4874.14420188795","5097.39038835691","5020.28031002003","5107.54269721433","4936.99143667482","5113.36094093807","5062.10213771054","5260.63946622413","4863.7350027267","5177.61369093442","5155.18826000196","4913.38389475675","4647.03784961196","5097.39038835691","5078.45105511559","5527.51771282186","4933.85297224705","5065.49533826292","5081.5450725917","4997.15750583481","4842.02758268896","4961.55520577667","4997.04019429973"
"Cre02.g108850.t1.2|PACid:30784955|","10","9","413.05","0.562678789728817","1.04487533745087","100 fmol","50 fmol","Ribosomal protein L17 family protein","1585.29022839485","1535.44161145838","1622.00914262767","1560.17525600194","1364.46606709813","1397.6538686491","1591.28924361849","1709.03975752341","1511.32248636701","1566.79955171897","1658.90185209867","1597.47948852603","1435.75486228806","1463.89909464568","1622.00914262767","1578.2532419941","1476.66124426974","1396.76537471401","1576.39336211197","1715.60397685579","1435.62708582776","1559.8067414682","1589.67694607346","1548.47288035431"
"Cre09.g416750.t1.2|PACid:30781340|","10","9","425.87","0.697651436228478","1.01804060389779","100 fmol","25 fmol","TCP-1/cpn60 chaperonin family protein","1353.92564134008","1254.17427353764","1273.75657248732","1245.37748240522","1338.20851993089","1227.48550050521","1306.07658015855","1346.25621390217","1329.24205508218","1307.64293489682","1286.79979116932","1296.04758576186","1226.21415808433","1195.737154613","1273.75657248732","1259.80785911788","1448.24463266875","1226.70518325566","1293.85054265185","1351.42702460258","1262.66625098961","1301.80677103689","1233.10246452865","1256.28814179808"
"Cre02.g075700.t1.2|PACid:30785746|","10","10","513.3","0.7035142132085","1.02119441652341","25 fmol","100 fmol","Ribosomal protein L19e family protein","3060.35177562541","2878.06931316731","2866.67148456134","2809.98829474364","3061.63061289836","2862.83872929125","2870.08902617246","2771.74577062594","2758.45167036087","2901.48780702782","2925.67884862652","2788.39692530244","2771.67856299414","2743.96826973537","2866.67148456134","2842.54805290869","3313.37757629385","2861.01881170996","2843.22244222584","2782.39171791411","2620.29313309324","2888.53812647857","2803.59215428717","2702.85599878224"
"Cre05.g233900.t1.2|PACid:30783103|","10","10","552.79","0.604355179334799","1.02653209765359","50 fmol","25 fmol","ascorbate peroxidase 4","1542.74672797849","1504.76626706513","1512.30648292142","1584.34035531531","1673.9298562396","1525.55979862038","1563.79965664213","1543.88797047413","1476.30515053473","1520.97239677791","1593.41331651566","1607.62935010712","1397.22435444321","1434.65304025318","1512.30648292142","1602.69834595773","1811.57113682715","1524.5899943941","1549.16110209983","1549.81786134894","1402.3636121166","1514.18411849709","1526.92120490846","1558.31136999411"
"Cre01.g019250.t1.2|PACid:30789511|","10","10","556.11","0.0988959478738072","1.04331473599334","25 fmol","50 fmol","GDP-D-mannose 3\',5\'-epimerase","2968.93007770106","2776.97155308093","2863.77196299928","2792.47040465425","2673.58375840273","2732.0113646018","2735.91891639633","2787.25328753579","2668.57975236974","2666.3803183476","2814.81725892134","2815.99600787901","2688.88038196554","2647.58106858314","2863.77196299928","2824.82718038484","2893.42301325138","2730.27461447897","2710.30828391482","2797.95879736009","2534.92249850849","2654.47995010832","2697.3567473302","2729.60841169235"
"Cre01.g023350.t1.1|PACid:30788916|","10","9","427.17","0.469043496162874","1.06476770473389","100 fmol","50 fmol","Belongs to M3 family of metalloproteases, like thimet oligopeptidase, oligopeptidase F; most similar to eubacterial homologues. Previously annotated as THO2 but this conflicts with series for Tho complex subunits","575.960993502244","609.217299431653","615.185310205438","661.171668432475","519.604743868631","607.843432295873","655.37042666274","609.265686794787","595.91699656161","664.454068114715","624.055459865617","662.587574048908","521.632431776489","580.831368920249","615.185310205438","668.832764270495","562.329988345784","607.45702389019","649.23557703839","611.605804151453","566.070172902344","661.488531640326","598.014027390832","642.26107229781"
"Cre03.g200250.t1.2|PACid:30786857|","10","8","492.13","0.191096873624525","1.09119722956043","25 fmol","50 fmol","Phosphoenolpyruvate carboxylase family protein","1564.99543302525","1482.44279371594","1512.12343272219","1504.52341404972","1290.94924510392","1321.03010840276","1484.25009846266","1461.04737135607","1450.36514242236","1215.61984575609","1452.96508709894","1494.75571649772","1417.37441017328","1413.36970900739","1512.12343272219","1521.95655375595","1397.09939626306","1320.1903244865","1470.35619848099","1466.65908129925","1377.72282327859","1210.19439174117","1392.33378966256","1448.90041241589"
"Cre07.g349200.t1.2|PACid:30774798|","10","10","628.28","0.0724699713112796","1.09277384986482","100 fmol","25 fmol","None","1304.93430899191","1408.87341403227","1388.72410577746","1446.54346751855","1450.0445509134","1415.07281133742","1480.8744726025","1533.00804219626","1506.88027035795","1544.10665187418","1397.30154302787","1615.59590948959","1181.84402170869","1343.22822820548","1388.72410577746","1463.30478483996","1569.27654152087","1414.17324411353","1467.01217147882","1538.8961445549","1431.40736059954","1537.21512269825","1338.9930494406","1566.03353559442"
"Cre02.g111450.t1.2|PACid:30785423|","10","9","423.21","0.178625407528482","1.09198696267348","25 fmol","100 fmol","Rhodanese/Cell cycle control phosphatase superfamily protein","1649.44269587784","1464.14391968008","1453.90436695125","1625.199176367","1410.02019352988","1435.30760507482","1581.33887878102","1586.25833547119","1346.43657868886","1382.805686574","1413.87920470527","1527.907920085","1493.85603232413","1395.9234545004","1453.90436695125","1644.03060433114","1525.96112401052","1434.39517451479","1566.53614153231","1592.35096590065","1278.99957762263","1376.63406253359","1354.87893597152","1481.0355907062"
"Cre01.g054850.t1.2|PACid:30789488|","10","10","418.32","0.223442233162072","1.0578244284836","25 fmol","100 fmol","None","1580.4188130738","1441.28596037805","1514.55712905808","1564.99525478354","1420.49707935905","1408.91770336018","1541.83981294082","1482.65299030241","1479.97970853999","1341.06427142624","1478.12231430884","1468.57454532688","1431.34295202195","1374.13054119261","1514.55712905808","1583.12909082852","1537.29948678672","1408.02204896208","1527.40682205139","1488.34768486952","1405.8541279055","1335.07894421966","1416.44122198119","1423.52241299546"
"Cre01.g027000.t1.2|PACid:30788418|","10","10","456.34","0.853536176490662","1.01554116965292","50 fmol","100 fmol","ribosomal protein large subunit 16A","3353.15524870079","3158.98074546311","3028.62441419628","2920.33353313338","3038.16321984433","3104.95339066574","3291.75938683364","3208.69032210252","3077.40240649452","3116.54200124995","3251.40253974237","3004.73060453143","3036.86281924763","3011.79088724464","3028.62441419628","2954.17187821759","3287.98054322536","3102.97955986382","3260.9455935708","3221.01452167203","2923.2690498606","3102.63250859699","3115.72360552509","2912.55311088879"
"Cre17.g703700.t1.1|PACid:30781597|","10","10","490.19","0.247217548392726","1.15959249103005","25 fmol","50 fmol","ATP citrate lyase (ACL) family protein","1190.27548158443","1062.0553004775","923.17842204938","1110.47379026473","976.142395378027","1057.60198751542","995.573418039917","666.793572268831","983.552358871726","1073.70883200987","1033.37748604526","1190.93213406937","1078.00059543511","1012.56979179817","923.17842204938","1123.34101755079","1056.40710230993","1056.92966586789","986.253966076275","669.354647421427","934.290609359158","1068.91674350143","990.255309004128","1154.39736484532"
"Cre12.g500500.t1.1|PACid:30792280|","10","10","589.93","0.455640532641968","1.04945976362693","25 fmol","50 fmol","sterol methyltransferase 3","2690.35030808335","2377.71205913716","2469.3738610068","2389.72426057881","2153.48166053066","2308.2286363331","2560.61542060628","2436.9797584235","2325.26999342891","2408.27157928493","2462.34141123941","2332.78427639154","2436.57815263262","2266.92471060034","2469.3738610068","2417.41435599706","2330.55477525668","2306.76128651911","2536.64578463841","2446.33990910018","2208.80759370798","2397.52318063509","2359.58948979245","2261.22038727535"
"Cre17.g715500.t1.2|PACid:30782483|","10","10","413.37","0.575843653847995","1.03458023395197","25 fmol","50 fmol","Thioredoxin superfamily protein","1579.7914013602","1632.63043494715","1558.59380956001","1466.33064627184","1392.56264902446","1518.65803291009","1590.76124849483","1526.88474172161","1477.69616055806","1550.58313761264","1582.43079600458","1506.36684158644","1430.77472205225","1556.55949257495","1558.59380956001","1483.3212406177","1507.06810789757","1517.69261616279","1575.8703094919","1532.74932520821","1403.68495265389","1543.66270312089","1516.39697790603","1460.15533771504"
"Cre03.g169400.t1.2|PACid:30788074|","10","9","469.69","0.422610280526941","1.05050244880974","50 fmol","100 fmol","UDP-glucuronic acid decarboxylase 1","1467.96630697762","1312.56610362845","1312.08515951069","1248.22617029626","1373.58496680964","1280.57553764705","1366.5639462045","1348.93863052507","1227.51742629788","1288.496577689","1210.83074042821","1384.67411712618","1329.4977318142","1251.40827005415","1312.08515951069","1262.68955518514","1486.52995857423","1279.76147085687","1353.77169319621","1354.11974407009","1166.03655501416","1282.74586626796","1160.30355335409","1342.19583656551"
"Cre02.g104900.t1.2|PACid:30785589|","10","10","502.46","0.0106379194720826","1.04760447637231","25 fmol","50 fmol","GTP binding","1021.85318464536","1012.3027446577","977.124311150775","985.277334061389","953.666043419547","964.0270335217","955.082548908262","942.173302542511","944.880132586393","939.394560215972","943.889249718281","987.688334108435","925.46503606764","965.135411436591","977.124311150775","996.693891127679","1032.08260011088","963.414197832005","946.142127464119","945.792078629945","897.555302351358","935.201932063257","904.501359152422","957.38856779964"
"Cre13.g566650.t1.2|PACid:30784488|","10","10","465.6","0.0252318343606972","1.1468632274955","25 fmol","50 fmol","AMP-dependent synthetase and ligase family protein","812.726757714369","742.74334850175","747.070947339378","712.346096750714","716.474790547704","640.052945477171","600.479222627513","671.804461947504","708.022743988267","670.638388072117","622.216475692327","682.842646688937","736.06483733992","708.13589218354","747.070947339378","720.600158407629","775.387956659226","639.646061360187","594.858203455004","674.384783333991","672.561043602981","667.645250252077","596.251782842866","661.894770819744"
"Cre03.g144627.t1.1|PACid:30788078|","10","9","438.31","0.0627124398595083","1.13209773786244","25 fmol","50 fmol","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","964.174219691906","981.77465824091","1027.24211093905","1027.42416337366","943.526700637616","951.652526924653","885.92545598142","752.702529779819","1021.03194710566","941.930710782935","946.608104805785","986.013522230987","873.226743734562","936.029753667972","1027.24211093905","1039.32908210765","1021.10953534256","951.047557756353","877.632406387306","755.593571065289","969.893012234571","937.726763492644","907.106758167953","955.765134891392"
"Cre16.g685550.t1.2|PACid:30777564|","10","9","510.59","0.395466541385494","1.04860754302563","25 fmol","50 fmol","O-acetylserine (thiol) lyase isoform C","1275.77957263274","1188.90235502495","1143.99518767891","1090.81800421678","1035.58041252799","1155.7741971162","1156.24327002951","1134.05509985146","1150.45487939526","1134.21625304941","1107.42320473524","1117.0674951713","1155.43935855197","1133.50652226369","1143.99518767891","1103.45747694548","1120.73249557402","1155.03946701778","1145.41980546319","1138.41087120063","1092.83372726941","1129.1541128208","1061.2111475355","1082.79870522412"
"Cre07.g313700.t1.1|PACid:30775172|","10","9","495.55","0.518155702785447","1.17024101590122","50 fmol","100 fmol","glutamate tRNA synthetase","468.718010787613","446.536022471086","408.002524047578","373.201958737851","376.649863191054","416.678626092341","411.302906241928","648.885977171963","394.801416521728","449.244929799163","357.179692788505","382.650570504957","424.505337241433","425.730079310036","408.002524047578","377.526306118927","407.620437799958","416.413741888555","407.452745512672","651.378271372323","375.027574984496","447.239896962155","342.274814217105","370.911824117218"
"Cre03.g166050.t1.2|PACid:30788180|","10","10","482.56","0.0531047651002434","1.07947831790872","25 fmol","100 fmol","selenium-binding protein 2","906.529941531056","843.080466776886","868.603922634036","840.087980163108","796.125409000241","861.762951801823","812.044024240612","845.005428693923","810.04963419766","778.510519815911","844.232729091239","770.886388383367","821.01986629968","803.79789294358","868.603922634036","849.822206288764","861.587961325606","861.215125781849","804.442570506369","848.250994484057","769.477862077294","775.035936013964","809.003440956549","747.237554422265"
"Cre03.g190100.t1.1|PACid:30786844|","10","10","386.93","0.768032556145427","1.0212846913839","100 fmol","50 fmol","eukaryotic translation initiation factor 3B-2","982.425810654446","903.161815107647","886.270546762914","860.141126421913","913.879580311614","901.326965857902","906.17695967885","864.48381674496","912.964710553848","957.557959728067","897.733250364547","893.935481251874","889.756720390946","861.079805046349","886.270546762914","870.107711377624","989.024638073757","900.75398884216","897.694338012521","867.804196717061","867.238381416974","953.284266192","860.271419929201","866.51181404665"
"Cre08.g364800.t1.2|PACid:30773429|","10","10","435.24","0.628844849818676","1.03260497459383","50 fmol","25 fmol","purine biosynthesis 4","906.384590323983","839.499243178318","841.636765478695","907.911308845005","878.05373542328","870.486765045957","966.295474474493","894.564401431411","868.861551989033","842.495047716793","923.868160040447","922.434730278609","820.888225607928","800.38353322808","841.636765478695","918.431414109006","950.252961763526","869.933393264381","957.250090082069","898.000317367294","825.344153297332","838.734893458748","885.315736654107","894.136778589438"
"Cre12.g484000.t1.2|PACid:30792400|","10","10","464.46","0.420034327727559","1.03076079983128","25 fmol","50 fmol","acetyl-CoA carboxylase carboxyl transferase subunit beta","1610.88610306233","1419.50061502031","1490.88874560664","1482.98203925091","1423.29351160975","1457.73112740748","1470.25445219123","1473.79448931865","1455.26917590373","1426.03420363944","1449.53909312066","1500.88727031384","1458.93635981459","1353.36026434995","1490.88874560664","1500.16557579854","1540.32585968555","1456.80444212814","1456.49156389666","1479.45515943247","1382.38123560234","1419.66964565484","1389.0507602068","1454.84386575403"
"Cre05.g234638.t1.1|PACid:30783016|","10","10","445.38","0.0880445467161328","1.07058088636322","100 fmol","50 fmol","GLN phosphoribosyl pyrophosphate amidotransferase 1","683.203593179155","641.8843680789","658.217411701941","688.755665470849","633.921527496736","639.265807203175","628.486553866018","681.137846660179","720.400118086676","653.060828539058","708.165970274308","683.481959907652","618.75917940455","611.976344971804","658.217411701941","696.736381242687","686.04663328383","638.859423473016","622.60336118287","683.754016472132","684.318490254762","650.146141429801","678.614660363792","662.51447153474"
"Cre03.g190500.t1.2|PACid:30788051|","10","10","400.36","0.204328126111369","1.09978344036942","25 fmol","100 fmol","Glycosyl hydrolases family 31 protein","876.064663382319","826.128132287838","725.468942708226","809.856794462629","711.413008643369","803.718392996907","763.497689399599","830.341296861246","699.584971795511","765.430643588771","699.887670925976","778.874928565851","793.428280576417","787.635437187886","725.468942708226","819.240727280198","769.909962486037","803.207466126014","756.350672502824","833.530539457467","664.545881774029","762.014436809244","670.68180911639","754.981026507538"
"Cre08.g365692.t1.1|PACid:30773668|;Cre16.g693202.t1.1|PACid:30777017|","10","10","367.61","0.626067800523246","1.04038358190235","50 fmol","100 fmol","sulfite reductase","643.829942891655","555.533592597095","600.482038294174","591.317541687696","591.476790270328","595.092902934746","630.324905126217","607.069786337351","612.936815666576","531.876742922968","629.454937015134","555.607164520987","583.099519845841","529.649005979276","600.482038294174","598.169227223939","640.11181673046","594.714600089575","624.424503841521","609.401469500388","582.237545202688","529.502914607803","603.188187835936","538.562549673253"
"Cre06.g255100.t1.1|PACid:30779444|","10","10","412.37","0.457051042711485","1.04403157751016","100 fmol","50 fmol","None","471.083008765402","465.633487669848","469.944227399211","429.502410657797","453.791562365672","418.235482645589","507.200078483127","450.590335250033","485.172692627294","466.1346438792","485.118396431546","473.961475070525","426.647252510381","443.93771534508","469.944227399211","434.479119866332","491.105223706385","417.969608742109","502.452234997424","452.320999370987","460.87255706363","464.054230266379","464.874718144254","459.421542342685"
"P01127ups|PDGFB_HUMAN_UPS","10","8","417.53","6.6276983901048E-12","3.07901694513023","100 fmol","25 fmol","Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)","1043.47897217435","1006.07048139317","1086.01191571716","1076.96606540976","2009.94025112466","1882.28947378821","1934.34231609854","1943.53523373386","3151.21074498646","3177.67769516164","3353.76196569485","3287.79294740719","945.050932100693","959.19353485694","1086.01191571716","1089.4450336344","2175.21046781745","1881.09289513662","1916.23515296072","1951.00012242254","2993.38065797522","3163.49534673296","3213.81163854772","3186.93182093852"
"Cre12.g528750.t1.2|PACid:30793215|","9","9","429.06","0.77470961073054","1.01468169656919","50 fmol","25 fmol","Ribosomal protein L11 family protein","4711.12660852514","4499.06582495336","4629.14409980644","4735.52037417336","4559.25149962236","4632.87888892959","4709.86000980403","4945.57692203382","4592.1664987912","4569.9741848176","4807.68763600689","4814.25975315333","4266.74107610782","4289.43591130432","4629.14409980644","4790.39156294564","4934.14248599765","4629.93375001705","4665.77153443748","4964.57229735991","4362.16536693182","4549.57785378069","4607.06592690448","4666.57050702889"
"Cre11.g481450.t1.2|PACid:30775475|","9","8","670.87","0.148556711245574","1.04606516960657","25 fmol","50 fmol","ATPase, F0 complex, subunit B/B\', bacterial/chloroplast","8871.4594464045","8085.48825808761","8417.53485588206","8308.81192640746","8199.42793780935","8132.57022181536","7686.735917729","8181.26212312201","8293.58299875875","8062.56908536144","8072.36399041165","8219.8368671744","8034.64299951149","7708.75222636466","8417.53485588206","8405.0873833084","8873.63764691908","8127.40031567417","7614.78123830062","8212.6853821512","7878.1944283778","8026.5848934552","7735.50943935387","7967.67317588546"
"Cre17.g701200.t1.2|PACid:30782128|","9","9","481.39","0.574637222887511","1.02444942475494","25 fmol","100 fmol","Ribosomal protein L14","4055.258097476","3676.31116343597","3790.72779124356","3831.6108923634","3918.31082580669","3570.55868536866","3794.11332603706","3715.70622658447","3745.50083330476","3732.63278021447","3646.29678419733","3863.04245697497","3672.73854780491","3505.01676105943","3790.72779124356","3876.00834564508","4240.49954703282","3568.28886749172","3758.59705345895","3729.97781420472","3557.90540720967","3715.97360212164","3494.13916745419","3744.53413846481"
"Cre03.g191050.t1.2|PACid:30788027|","9","9","411.25","0.666243598835664","1.03182459199626","100 fmol","50 fmol","RAN GTPase 3","3452.45197773039","3319.19379751246","3332.12151164401","3363.8288129835","3540.10875604778","2929.04189948448","3279.42079004271","3319.98345191239","3142.47051143833","3299.12908592997","3452.1995444656","3590.65718324679","3126.79320483886","3164.53895665688","3332.12151164401","3402.80600476193","3831.1992702562","2927.17989629349","3248.7224970112","3332.73511521471","2985.07818373074","3284.40468569294","3308.14148054602","3480.50495223397"
"gi|41179054|ref|NP_958410.1|","9","7","487.7","0.523700210835283","1.02098578177019","25 fmol","50 fmol","CF0 ATP synthase subunit I (chloroplast) [Chlamydomonas reinhardtii]","6112.94994051157","5792.35540053402","6071.97931297438","5846.99386342448","6143.83088257101","5826.02414558904","5653.93685404432","5710.79214710296","6040.84339449725","5849.06314025364","5921.15745363062","5948.41317519384","5536.33488859619","5522.46582574632","6071.97931297438","5914.74386314575","6649.0161788594","5822.32051965191","5601.01098041013","5732.72662349543","5738.28450023997","5822.95808511771","5674.0713660664","5765.93098633694"
"Cre02.g092900.t1.2|PACid:30785877|","9","8","373.73","0.59385065875056","1.09606874279186","100 fmol","25 fmol","GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase, putative","882.199958168305","1259.15410573071","1190.92223146197","1352.1664245085","1357.41498055634","1066.79848186541","1178.16169426682","1318.20125801967","1134.4982278768","1252.78996984232","1354.89387844564","1392.28916648307","798.984852592552","1200.48495601719","1190.92223146197","1367.83418079889","1469.03037203529","1066.12031397108","1167.13305377063","1323.26431295667","1077.67627323452","1247.19862120199","1298.35502939264","1349.5772755739"
"Cre03.g144967.t1.1|PACid:30787447|","9","8","328.39","0.93335846123109","1.01427541694803","100 fmol","50 fmol","P-loop containing nucleoside triphosphate hydrolases superfamily protein","155.42881785943","160.256526132028","155.001689189328","177.798575637244","145.557194144845","166.585992109138","162.815872155953","164.47071531479","158.887831007689","150.318453617262","170.753433573535","168.598182155144","140.767713686923","152.789517859238","155.001689189328","179.858754548192","157.525842966149","166.480092753811","161.291770897341","165.102427856482","150.929848434524","149.647564720095","163.628002748524","163.426018687201"
"Cre17.g701650.t1.2|PACid:30782062|","9","8","369.41","0.236346615339494","1.06637607992158","25 fmol","50 fmol","Ribosomal L27e protein family","2577.75204363726","2668.67992105045","2507.43932360478","2587.18434974092","2213.29397738934","2496.0126640776","2477.03596821499","2511.0388608344","2484.16368071269","2329.05259262641","2516.78146904177","2677.87304456745","2334.60092299476","2544.33518746066","2507.43932360478","2617.16244499262","2395.28524555928","2494.42593923556","2453.84871019896","2520.68346375372","2359.74300510385","2318.65775760974","2411.75779903982","2595.72270963588"
"Cre06.g289550.t1.2|PACid:30780114|","9","8","390.78","0.47305098813755","1.05099878434749","50 fmol","100 fmol","Ribosomal protein L32e","3948.89462698505","3583.74899674478","3228.19275428696","3826.05516722991","3629.36417245081","3695.24651693087","3756.65991183729","3535.67524625315","3233.69817904385","3616.57137880714","3433.41388974844","3623.98805988667","3576.40800391337","3416.76744502782","3228.19275428696","3870.38824548657","3927.79384114487","3692.89743452026","3721.49423650112","3549.25535619634","3071.73666448041","3600.43019636767","3290.13973910304","3512.81332234201"
"Cre01.g029300.t1.2|PACid:30788345|","9","9","577.01","0.952630627122193","1.01161933849064","100 fmol","25 fmol","triosephosphate isomerase","3361.19389185486","3239.82527602121","3216.64642543093","3224.87202048708","3140.77078473104","3007.12881012441","3580.97065204912","3381.97416519152","3196.64943063955","3356.3022799154","3459.85073350731","3181.28082904339","3044.14320285685","3088.86853982868","3216.64642543093","3262.23909895382","3399.02516213576","3005.21716678426","3547.44958432045","3394.9639274829","3036.54352258977","3341.32270900479","3315.47339039606","3083.68722349607"
"Cre06.g304350.t1.2|PACid:30778764|","9","8","455.84","0.138614480525787","1.04902645082023","25 fmol","50 fmol","cytochrome C oxidase 6B","1769.82622712121","1657.3884297453","1651.10143456223","1606.59871743427","1582.71921084739","1655.38360593489","1534.94764552143","1599.44358075507","1643.28601755238","1613.63494050481","1684.95908325909","1667.51107957004","1602.88416939723","1580.16391093888","1651.10143456223","1625.2146190755","1712.86056544449","1654.33127221542","1520.57917144415","1605.58685415033","1560.98115249463","1606.43309841813","1614.6468257573","1616.35608028182"
"Cre06.g261000.t1.2|PACid:30779314|","9","9","478.56","0.32654024818706","1.04225359610462","25 fmol","100 fmol","photosystem II subunit R","19209.2816755064","17344.3744489886","16974.1729939135","17458.9430492005","17026.5511463561","17049.8100742427","17852.7768861584","17049.3006725044","16573.9541916729","17065.0307818071","17486.1748956909","16983.7652839003","17397.331461883","16536.2289673484","16974.1729939135","17661.2424554161","18426.5837074805","17038.9714444609","17685.659028657","17114.7850174913","15743.8387713209","16988.8675469825","16756.4880776532","16462.7465562567"
